value
1078
622
1079
624
1079
623
624
623
622
623
623
623
623
623
623
623
623
623
624
623
880
622
623
623
624
623
623
623
623
622
623
623
623
624
624
624
623
623
624
623
623
624
623
623
623
623
624
623
624
623
623
624
624
623
624
624
624
623
623
623
880
623
623
623
623
623
623
623
623
623
624
623
624
623
624
624
623
624
623
624
623
623
623
624
623
623
623
623
621
623
623
623
623
623
623
624
623
624
624
623
621
621
623
623
621
622
622
82
622
621
622
623
622
622
623
623
622
622
624
624
622
622
623
623
